,Duration,Total_Stops,Price,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Jounrey_date,Jounrey_month,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
2846,840,3,10703,5,15,19,15,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2847,295,1,6496,5,10,10,5,6,12,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2848,190,0,6741,6,0,9,10,18,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2849,170,0,3943,4,0,6,50,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2850,155,0,3841,6,55,9,30,24,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2851,395,1,15288,19,0,1,35,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2852,80,0,2050,21,5,22,25,18,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2853,135,0,4842,7,5,9,20,24,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2854,300,1,9581,5,5,10,5,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2855,160,0,4804,21,25,0,5,15,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2856,730,1,11667,7,5,19,15,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2857,455,1,6442,8,35,16,10,27,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2858,80,0,3100,6,20,7,40,27,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2859,320,1,5761,6,40,12,0,21,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2860,80,0,3100,21,5,22,25,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2861,170,0,5201,5,10,8,0,5,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2862,165,0,4483,11,10,13,55,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2863,155,0,4174,22,15,0,50,4,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2864,195,0,5601,21,5,0,20,27,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2865,165,0,3419,1,30,4,15,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2866,870,1,6451,7,55,22,25,27,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2867,260,2,12592,9,25,13,45,5,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2868,170,0,6961,21,5,23,55,24,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2869,150,0,4174,17,10,19,40,6,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2870,380,1,7947,15,45,22,5,15,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2871,420,1,13587,14,0,21,0,27,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2872,155,0,3841,6,55,9,30,15,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2873,160,0,4804,21,25,0,5,21,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2874,160,0,4778,20,25,23,5,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2875,625,2,18275,15,5,1,30,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2876,145,0,3540,5,15,7,40,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2877,835,1,6442,8,35,22,30,27,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2878,155,0,4145,20,45,23,20,27,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2879,150,0,5644,14,25,16,55,6,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2880,150,0,5224,14,25,16,55,5,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2881,780,1,11264,6,0,19,0,27,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2882,310,1,10188,14,10,19,20,27,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2883,295,1,7166,13,40,18,35,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2884,875,1,7468,17,40,8,15,6,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2885,145,0,7295,14,40,17,5,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2886,340,1,6853,16,45,22,25,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2887,615,1,8372,9,0,19,15,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2888,90,0,1965,13,15,14,45,6,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2889,695,1,16932,7,10,18,45,24,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2890,140,0,3841,22,20,0,40,18,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2891,385,1,10924,6,55,13,20,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2892,180,0,6934,14,10,17,10,27,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2893,740,1,9315,6,40,19,0,15,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2894,795,1,8266,6,0,19,15,21,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2895,165,0,5048,20,55,23,40,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2896,720,1,12537,9,0,21,0,27,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2897,435,1,9736,11,15,18,30,5,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2898,155,0,4804,4,40,7,15,5,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2899,175,0,5048,7,45,10,40,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2900,645,1,7354,8,30,19,15,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2901,465,1,7563,14,35,22,20,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2902,285,1,7725,10,45,15,30,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2903,735,1,7740,8,45,21,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2904,1165,2,13532,10,0,5,25,6,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2905,155,0,6565,14,20,16,55,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2906,140,0,3841,22,20,0,40,18,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2907,630,1,11200,8,30,19,0,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2908,65,2,12009,9,25,10,30,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2909,675,1,8372,8,0,19,15,15,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2910,50,2,13591,6,50,7,40,15,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2911,1190,1,12395,20,55,16,45,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2912,135,0,7298,8,20,10,35,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2913,310,1,12214,7,20,12,30,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2914,120,2,12970,17,15,19,15,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2915,155,0,4878,17,0,19,35,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2916,135,0,3597,8,20,10,35,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2917,955,1,6810,7,35,23,30,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2918,135,0,3687,7,5,9,20,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2919,965,1,6482,17,20,9,25,21,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2920,290,1,6147,15,10,20,0,15,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2921,140,0,3873,22,20,0,40,24,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2922,845,1,10678,4,55,19,0,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2923,185,0,7673,14,30,17,35,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2924,170,0,4441,13,20,16,10,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2925,155,0,4804,15,30,18,5,24,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2926,80,0,3100,6,20,7,40,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2927,180,0,4823,16,55,19,55,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2928,90,0,1965,5,45,7,15,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2929,515,1,6674,7,35,16,10,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2930,290,1,5069,8,10,13,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2931,440,1,11789,11,40,19,0,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2932,225,2,15164,10,0,13,45,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2933,180,0,6094,14,10,17,10,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2934,170,0,4885,9,30,12,20,21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2935,165,0,3383,11,10,13,55,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2936,515,1,6673,17,0,1,35,27,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2937,170,0,3898,11,40,14,30,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2938,665,1,12327,2,15,13,20,27,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2939,270,1,6356,8,45,13,15,21,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2940,170,0,5228,21,5,23,55,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2941,585,2,10835,6,45,16,30,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2942,170,0,3943,4,0,6,50,21,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2943,370,2,11883,5,50,12,0,5,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2944,185,1,8610,20,20,23,25,6,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2945,920,1,6513,7,10,22,30,15,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2946,1275,2,10861,22,0,19,15,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2947,90,0,4049,19,5,20,35,21,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2948,195,0,7673,5,35,8,50,3,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2949,620,1,10161,8,55,19,15,21,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2950,155,0,3873,6,55,9,30,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2951,175,0,3311,21,10,0,5,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2952,575,1,13611,16,0,1,35,3,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2953,435,2,11858,12,0,19,15,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2954,535,1,9316,10,20,19,15,27,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2955,175,0,4823,7,10,10,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2956,155,0,3873,6,55,9,30,4,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2957,165,0,4591,1,30,4,15,4,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2958,850,1,12395,8,45,22,55,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2959,90,0,3603,2,30,4,0,21,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2960,155,0,4804,15,30,18,5,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2961,175,0,4823,18,25,21,20,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2962,710,1,6785,7,35,19,25,24,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2963,80,0,3100,6,20,7,40,24,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2964,450,1,7198,18,0,1,30,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2965,50,2,20416,6,50,7,40,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2966,1275,2,10441,22,0,19,15,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2967,50,1,11528,10,30,11,20,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2968,1100,2,14083,7,0,1,20,5,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2969,140,0,3597,19,35,21,55,15,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2970,445,2,7662,5,50,13,15,6,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2971,170,0,4823,8,30,11,20,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2972,840,3,10703,5,15,19,15,27,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2973,160,0,4668,7,0,9,40,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2974,185,0,6304,18,5,21,10,5,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2975,355,2,14219,6,0,11,55,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2976,150,0,3841,17,10,19,40,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2977,480,1,13587,13,0,21,0,27,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2978,875,2,12093,5,50,20,25,18,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2979,315,1,5899,6,5,11,20,27,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2980,90,0,3100,13,55,15,25,5,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2981,165,0,5438,17,0,19,45,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2982,175,0,5780,18,55,21,50,18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2983,955,2,11668,9,25,1,20,6,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2984,175,0,11934,7,10,10,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2985,420,1,14871,18,35,1,35,3,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2986,170,0,3573,9,30,12,20,24,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2987,1305,2,12497,21,30,19,15,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2988,185,0,5411,18,5,21,10,21,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2989,665,1,6600,5,5,16,10,6,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2990,295,1,11160,9,20,14,15,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2991,315,1,4649,15,5,20,20,24,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2992,195,0,8626,21,5,0,20,5,12,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2993,85,0,3100,15,0,16,25,18,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2994,440,1,15135,11,30,18,50,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2995,175,0,6144,21,20,0,15,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2996,50,2,14431,6,50,7,40,15,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2997,455,1,6093,14,55,22,30,24,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2998,660,1,7888,10,0,21,0,21,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2999,975,1,7503,9,15,1,30,15,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3000,890,1,6117,19,0,9,50,5,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3001,505,1,10678,10,35,19,0,24,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3002,90,0,2017,22,45,0,15,6,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3003,170,0,4885,9,30,12,20,15,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3004,795,1,10786,6,0,19,15,27,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3005,115,1,12080,7,30,9,25,3,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3006,155,0,4804,20,20,22,55,6,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3007,1335,1,6587,21,0,19,15,21,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3008,625,1,7452,20,45,7,10,18,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3009,170,0,4823,20,0,22,50,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3010,925,1,8310,7,5,22,30,5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3011,170,0,5403,11,30,14,20,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3012,505,1,10877,10,35,19,0,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3013,570,1,6558,6,40,16,10,21,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3014,720,1,14067,9,0,21,0,21,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3015,585,1,9627,9,15,19,0,21,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3016,195,0,5000,5,35,8,50,5,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3017,900,1,9845,6,0,21,0,21,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
3018,515,1,7048,4,45,13,20,27,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3019,90,0,4049,9,15,10,45,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3020,150,0,4174,17,10,19,40,24,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3021,395,1,11264,6,0,12,35,27,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3022,160,0,4174,21,25,0,5,18,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3023,145,0,3540,5,15,7,40,6,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3024,790,1,9345,7,10,20,20,18,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3025,155,2,9653,16,40,19,15,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3026,85,0,3342,6,20,7,45,18,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3027,930,1,8073,10,0,1,30,18,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3028,625,1,15135,8,25,18,50,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3029,625,1,10413,10,0,20,25,24,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3030,865,1,9187,20,20,10,45,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3031,515,1,6674,7,35,16,10,3,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3032,480,1,8330,17,30,1,30,5,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3033,740,1,11200,6,40,19,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3034,190,0,6216,14,40,17,50,15,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
3035,140,0,5277,22,5,0,25,18,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3036,170,0,5469,5,45,8,35,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3037,375,1,7185,16,35,22,50,3,6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3038,150,0,3807,19,55,22,25,18,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3039,790,1,8610,7,10,20,20,5,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3040,565,3,15629,11,35,21,0,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3041,855,2,6128,7,5,21,20,27,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3042,90,0,4392,19,5,20,35,5,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3043,150,0,4491,17,10,19,40,5,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3044,415,1,5883,18,35,1,30,27,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3045,760,1,14777,19,0,7,40,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3046,220,1,5162,6,50,10,30,21,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3047,160,0,4804,21,25,0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3048,155,0,3873,6,55,9,30,4,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3049,165,0,4804,9,35,12,20,6,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3050,725,1,15147,8,55,21,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3051,975,1,9345,7,10,23,25,24,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3052,665,2,11948,11,5,22,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3053,580,1,6117,19,0,4,40,15,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3054,675,1,6171,4,55,16,10,3,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3055,535,1,7531,10,20,19,15,21,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3056,170,0,4777,10,10,13,0,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3057,165,0,7171,17,0,19,45,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3058,30,2,11942,18,45,19,15,27,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3059,170,0,4423,10,30,13,20,27,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3060,175,0,5586,14,55,17,50,18,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
3061,170,0,4284,5,50,8,40,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3062,150,0,6245,14,15,16,45,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3063,475,1,10341,10,20,18,15,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3064,170,0,6860,5,45,8,35,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3065,75,0,2050,19,30,20,45,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3066,465,1,5797,17,45,1,30,24,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3067,180,0,7648,8,30,11,30,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3068,165,0,8851,21,10,23,55,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3069,1165,2,13007,10,0,5,25,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3070,295,1,4049,16,55,21,50,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3071,135,0,4667,11,40,13,55,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3072,850,2,8938,7,10,21,20,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3073,480,1,10208,7,30,15,30,21,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3074,470,1,7354,11,25,19,15,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3075,165,0,5438,17,0,19,45,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3076,150,0,4107,22,50,1,20,24,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3077,1100,2,14083,7,0,1,20,24,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3078,975,1,9345,7,10,23,25,6,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3079,570,1,10196,16,0,1,30,15,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3080,300,1,5947,16,0,21,0,15,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3081,280,1,7476,15,10,19,50,24,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3082,805,1,10413,7,0,20,25,6,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
